metro	country	region	ismetro	location.code	gdpusc_2000	gdpusc_2001	gdpusc_2002	gdpusc_2003	gdpusc_2004	gdpusc_2005	gdpusc_2006	gdpusc_2007	gdpusc_2008	gdpusc_2009	gdpusc_2010	gdpusc_2011	gdpusc_2012	gdpusc_2013	gdpusc_2014	gdpusc_2015	gdpusc_2016	gdpusc_2017	gdpppp_2000	gdpppp_2001	gdpppp_2002	gdpppp_2003	gdpppp_2004	gdpppp_2005	gdpppp_2006	gdpppp_2007	gdpppp_2008	gdpppp_2009	gdpppp_2010	gdpppp_2011	gdpppp_2012	gdpppp_2013	gdpppp_2014	gdpppp_2015	gdpppp_2016	gdpppp_2017	poptot_2000	poptot_2001	poptot_2002	poptot_2003	poptot_2004	poptot_2005	poptot_2006	poptot_2007	poptot_2008	poptot_2009	poptot_2010	poptot_2011	poptot_2012	poptot_2013	poptot_2014	poptot_2015	poptot_2016	poptot_2017
Fuzhou, Fujian	China	Emerging Asia-Pacific	1	CNM36	13496.56964	14765.24718	16345.12863	18649.79177	21074.2647	23097.39411	25938.37358	29855.068	33736.22683	38121.93632	43535.25128	49194.83395	55147.40885	61163.99116	67341.55427	73806.34348	79811.79527	85569.91327	31736.05578	34122.85738	37129.35174	42650.29879	47050.27087	52283.64228	58447.50709	66029.74966	72108.52223	82859.69933	94041.94263	106091.9431	119140.2924	131403.2356	146554.7719	160833.3111	175844.1245	191850.896	6386.399495	6470.16419	6546.90466	6616.525654	6688.456578	6762.722613	6835.506698	6908.714835	6982.348024	7056.407265	7122.270061	7194.553316	7269.069415	7340	7422.383661	7493.492443	7564.15344	7610.525311
Ganzhou, Jiangxi	China	Emerging Asia-Pacific	1	CNMA3	4918.110833	5311.5597	5853.338789	6585.006138	7441.056936	8386.071166	9459.488276	10736.51919	12153.73973	13770.18711	15684.24312	17644.77351	19744.50156	21902.57558	24092.83313	26405.74511	28769.51107	30675.61361	10392.84774	11102.15706	12141.85592	13423.27722	15164.92471	17713.14373	20472.76741	23478.02095	26357.98811	29930.10518	33717.60919	37934.80211	42605.50263	46997.9977	52268.9159	56344.70005	62006.16352	67096.51807	7596.051507	7684.54375	7771.498333	7849.833178	7924.770105	7996.391906	8068.836331	8144.065224	8224.0791	8305.086236	8378.718523	8423.549472	8448.259152	8478.056999	8507.456689	8546.366405	8601.578377	8637.891793
Glasgow	United Kingdom	Western Europe	1	UKM08	46366.02638	48477.35691	48091.34248	49604.53714	51930.79017	55122.97291	55624.81881	55543.87558	55805.5989	54686.23652	53296.666	54382.80397	53799.43608	55196.4061	58330.87473	59524.52369	60476.57515	61088.81033	34200.75423	36561.40054	36882.50442	39202.83506	41982.2724	45854.52012	47676.51571	49061.84473	50193.90779	49849.599	48941.40702	50433.90779	51006.75966	52869.16057	56703.55666	58490.9545	60122.97033	61730.00937	1476.393665	1476.092443	1473.501726	1468.473784	1466.227189	1466.221021	1466.427261	1471.930338	1478.311508	1485.918803	1492.313026	1500.885426	1502.438781	1503.694457	1508.420085	1515.817039	1527.891288	1530.49303
Guadalajara	Mexico	Latin America	1	MXM03	36981.28312	38072.74595	36977.482	37200.0289	38261.99816	39495.92376	41573.45883	42776.98626	42864.0074	41382.23357	43810.90726	45262.68306	46009.20076	46659.71844	48111.49233	50586.54822	52360.16207	56432.08376	58045.59572	60484.66364	59273.65843	62043.26517	64065.44884	68412.97559	73187.5861	76706.71178	78423.37082	77134.0247	81555.26735	84956.68071	88410.43564	92355.03857	95854.11481	103261.4794	107551.4307	116885.7029	3885.014591	3943.170073	3991.580853	4035.834677	4076.701154	4114.967439	4172.511192	4232.906792	4299.494084	4369.604899	4435	4495.797179	4555.80603	4614.344606	4671.379824	4726.945338	4781.13641	4834.028528
Guangzhou, Guangdong	China	Emerging Asia-Pacific	1	CNM03	42353.14445	47731.99379	54032.61697	62245.57475	71582.41096	80816.54198	92793.5535	106619.793	119766.0134	133778.637	151437.4171	168549.8452	186247.579	211931.1201	228037.8853	247193.0676	266693.9618	284911.6903	96804.34428	109963.6557	124278.7109	143447.684	161992.7026	182556.4915	213362.2055	237764.4722	259390.5759	290773.7305	323649.3007	352755.0434	382775.9088	433100.7663	473746.1588	517720.1811	569765.8652	618719.9112	10090.79278	10147.88548	9958.1055	9787.231402	9914.269801	9816.585669	10303.3917	10843.08563	11339.07755	11977.46632	12712.77736	12751.4	12856.83695	12926.8	13080.5122	13501.08756	13688.92317	13806.92517
Guiyang, Guizhou	China	Emerging Asia-Pacific	1	CNM72	4587.463806	5101.259752	5677.702104	6415.803378	7294.76844	8359.804633	9588.695914	11103.70987	12558.29586	14228.54921	16263.23175	19044.24438	22072.27923	27071.65048	30834.60989	34688.93613	38289.98765	41257.80401	10551.17424	12108.62073	13575.33283	15302.25584	17067.88588	18616.16743	21175.26831	23005.3892	25606.57155	30926.37529	33779.94047	39271.32243	48022.94753	58572.798	69505.55129	83296.31092	92666.45614	101542.0852	3826.953501	3892.38603	3951.405952	4003.837919	4056.875167	4101.229923	4160.710608	4194.845425	4256.696573	4288.98759	4327.766503	4390	4451.7	4521.9	4556	4621.8	4659.502761	4663.331561
Hà Noi	Vietnam	Emerging Asia-Pacific	1	VNM02	4580.24495	5083.208004	5660.435227	6262.201453	6933.913141	7724.803327	8661.643936	9665.828885	10655.85361	11444.39345	12677.0892	13888.69713	15163.04198	16278.00373	17532.82443	19065.11943	20864.81819	22822.27651	15065.25286	17254.1244	19407.1415	21760.27842	24664.40076	25077.8578	28801.54941	33367.66067	35990.73337	39940.31069	42318.00723	41184.68508	46117.60686	51535.82203	55508.42594	61706.21633	68626.40408	76478.95728	5635.963161	5761.915794	5888.975655	6020.682964	6149.801838	6261.271666	6350.754052	6424.052157	6508.385007	6593.485872	6749.958244	6886.883846	6996.833093	7114.771845	7238.466313	7362.209079	7473.409	7603.696103
Hamburg	Germany	Western Europe	1	DEM04	159105.2957	166076.7088	166255.1696	163200.2153	164052.9782	168058.1887	171756.7091	175361.0908	179962.3287	171984.2082	173911.0235	176073.8053	178192.3839	182174.7371	182737.7512	185241.4158	187766.7573	192559.572	121103.7461	128430.6654	129950.9698	131382.5945	136159.3942	143823.1605	150724.0345	157664.3753	163587.1218	156493.9868	161533.6946	166447.4736	171827.8178	177806.6604	182261.7168	186961.793	191495.5619	199632.1859	2957.106803	2979.002953	2994.819431	3005.899876	3013.139024	3018.65524	3027.568851	3038.775189	3045.054594	3044.008784	3050.386547	3062.537595	3079.24139	3100.783512	3124.048968	3157.415938	3197.971832	3230.862999
Handan, Hebei	China	Emerging Asia-Pacific	1	CNM70	10123.87054	11035.01889	12138.52077	13607.28179	15580.33765	18119.93268	20819.80265	23880.31364	26531.02846	29502.50364	33367.33162	37421.46241	41350.71597	41859.32977	44580.18621	47593.8068	50656.9349	53621.85532	21174.67885	23144.40555	25782.3922	29882.58412	34373.05435	42157.87946	49081.38581	55246.11086	62840.20937	64124.98465	71110.65609	79192.59067	85408.99435	85987.36043	87323.24485	90911.68008	97888.38972	105479.4195	8371.705415	8452.061375	8523.977639	8594.698678	8672.872101	8753.71073	8841.595232	8927.845727	9014.791279	9102.099003	9185.126331	9232.673371	9280.174995	9325.1	9373.9	9433	9483.780339	9525.455482
Hangzhou, Zhejiang	China	Emerging Asia-Pacific	1	CNM09	24532.63571	27525.61727	31103.94752	35831.74754	41206.50967	46563.35593	53221.91583	60992.31554	67701.47025	74471.61727	83408.21134	91832.44069	100097.3604	107044.1172	115778.9171	127530.4772	137060.7421	145665.3902	51260.2949	58217.10476	66744.59919	77992.41699	89754.99334	104225.5803	120898.7649	137130.2016	150951.6943	161867.3239	179139.7982	199281.2264	220358.4761	234341.4671	261010.3129	287715.9865	313637.3664	339294.7674	7008.783715	7110.803572	7238.450084	7366.352962	7507.156239	7735.745071	7947.880783	8159.92515	8342.468717	8527.445362	8706.480873	8738	8802	8843.839144	8892	9018	9103.712906	9154.837604
Hannover	Germany	Western Europe	1	DEM08	57365.53902	56999.51147	57071.74538	56890.18975	55913.0243	59284.94298	61799.40534	62270.83078	63537.48741	61016.07078	62767.53137	65673.44793	64678.63022	64067.05328	64649.66826	64573.40329	65528.41479	66794.06953	42998.16689	43873.27621	44610.35666	45371.24496	45931.29603	50317.94303	54428.92354	55790.59987	58109.36424	55520.49384	57835.63544	61712.12674	61935.02871	62202.69249	64134.70433	64969.19654	66716.07579	69175.56987	1262.422339	1266.608756	1270.924939	1272.845741	1274.130524	1274.377364	1274.219357	1274.416398	1274.047303	1272.890033	1269.924248	1272.420697	1277.102294	1282.721939	1289.694112	1302.335186	1315.55823	1322.863999
Harbin, Heilongjiang	China	Emerging Asia-Pacific	1	CNM23	15373.72353	17095.58057	19061.57234	21558.63831	24727.75814	28214.37204	32023.31227	36346.45942	41144.19207	46492.93704	53001.94822	59521.18785	65473.30664	72190.8679	77172.03778	82651.25247	87744.75132	93238.12495	35196.29816	39305.22339	43629.37471	49642.05268	56548.63749	64831.63696	73562.43522	81501.13884	90554.85167	101054.4362	110354.9721	120454.0705	128515.2597	140912.2609	151400.078	160625.2605	169494.9128	182576.2501	9739.730631	9834.475655	9924.219194	10014.07804	10103.5228	10196.81113	10289.72988	10377.38105	10466.17032	10552.89664	10641.3867	10654.79544	10657.36991	10675.49852	10590.75532	10569.58992	10541.75553	10521.1958
Hartford-West Hartford-East Hartford, CT	United States	North America	1	USM54	71117.67568	72424.18618	70291.49686	71282.93698	78104.52434	78561.74243	82060.58815	84686.01193	80866.44386	80081.89674	80852.32983	81060.18941	79245.33666	77711.24244	76777.54565	79721.4224	78818.96322	78253.36406	57956.07122	60358.27031	59732.59673	61944.13115	69719.46035	72073.36074	77116.65658	81301.77093	78595.27111	80081.89674	81503.71042	82872.21549	82791.23688	82696.90846	83233.04177	88429.25819	88832.81729	89395.68353	1149.558188	1157.73575	1167.683313	1177.646	1182.33575	1187.293	1192.93	1197.897	1203.62625	1208.92425	1213.49925	1215.88375	1215.201	1214.71425	1212.8325	1210.24925	1207.7305	1211.429
Hefei, Anhui	China	Emerging Asia-Pacific	1	CNM28	8208.15525	9234.174657	10443.85154	11874.6592	13798.35399	16061.28404	18872.00875	22295.39113	26121.28025	30770.86814	36155.77006	41723.75865	47398.18983	53185.50881	58504.05969	64646.98596	70720.12939	76219.03839	15217.44569	17091.21935	19615.77392	23001.78161	26797.69139	30233.66081	37724.24291	44621.75707	52562.5357	66881.83046	81350.14973	103268.9805	117604.9589	131246.512	146877.6978	162041.4068	178928.8353	196694.3083	4613.524526	4735.341862	4856.879728	4978.120018	5099.212155	5219.892768	5308.357447	5411.2497	5521.380624	5611.60245	5708.842361	5800.891053	5890.066896	5970.500636	6087.835572	6213.063539	6272.058279	6287.613602
Helsinki	Finland	Western Europe	1	FIM01	82229.46172	85574.60259	85354.17867	85940.83262	89446.56537	92473.28562	97215.88062	103390.1073	105674.7544	99153.93477	102723.5411	103133.8447	100773.6816	102155.4108	101370.8735	101980.8231	104352.5533	108035.3075	53141.46841	56341.90553	57338.68648	58999.86659	63224.95545	67394.28975	73293.68448	79575.23187	82283.09259	78161.02722	81680.67391	83416.98585	83360.9473	85500.20632	86372.07946	88285.76105	91520.84692	96448.5716	1428.310268	1442.740783	1455.708285	1466.567429	1476.540689	1487.827522	1502.239333	1518.434678	1535.848579	1552.972868	1568.542844	1584.483041	1601.817168	1620.016774	1638.271321	1655.524865	1671.327878	1685.966691
Hengyang, Hunan	China	Emerging Asia-Pacific	1	CNM82	6358.480948	6943.461195	7610.03347	8378.64685	9230.755235	10292.29209	11558.24401	13326.65535	14925.85399	17099.05833	19681.01614	22475.72043	25127.85544	27846.6894	30603.51165	33272.13787	35740.04622	38271.1845	13052.73385	14299.84862	15238.23809	16541.41222	19344.07471	20926.90511	23607.30045	27451.82194	31571.80874	37165.55266	42769.1951	49239.42993	55293.18627	60932.3597	67946.27352	73248.99825	78881.03691	85786.1795	6753.513325	6785.835893	6816.982754	6848.750793	6881.75216	6913.414172	6957.114868	6997.691431	7051.686081	7107.044919	7148.369895	7166.428546	7203.759251	7250	7303.4	7337.5	7371.685731	7394.46048
Heze, Shandong	China	Emerging Asia-Pacific	1	CNM88	4178.586578	4558.837956	5019.28059	5636.652102	6600.519612	7735.808985	9058.632321	10607.65845	12262.45317	14015.98397	16020.26968	18263.10743	20640.96402	23675.18573	26090.05467	28516.42976	30990.28989	33668.93461	7712.024518	8358.209932	9338.497738	10778.69872	13029.47567	15970.47389	18951.79349	22943.10937	25945.65617	30464.35542	36946.18883	44196.31601	50481.85349	57577.96791	63009.3915	67911.50523	73005.70036	80729.15456	8065.996589	8111.76286	8122.734866	8135.210606	8158.059115	8192.062689	8219.449702	8243.799701	8260.953287	8280.253397	8295.131813	8320.332818	8343.803269	8367.891403	8486.472496	8599.648031	8693.222937	8740.027845
Hiroshima	Japan	Advanced Asia-Pacific	1	JPM07	77490.52854	77767.36412	77027.60094	79634.9278	81267.12257	83838.82272	85125.68697	88816.3682	86919.07696	81121.20294	83682.72473	85955.82408	85890.53235	86486.14785	88350.9629	89610.64875	90462.16281	92358.11507	51428.77771	52861.6711	53305.7797	56220.86523	59031.64424	62991.78576	65897.39247	70468.47545	70039.02584	65963.54914	68849.98784	71941.70699	73339.17551	75323.65693	78478.75208	80434.952	82243.86434	85436.21052	2090.268547	2087.378351	2085.589032	2085.017511	2085.115401	2084.949781	2082.510817	2080.061677	2076.485476	2072.82602	2069.29075	2069.63251	2069.32478	2066.128094	2062.979696	2060.023332	2053.281921	2046.723683
Ho Chi Minh City	Vietnam	Emerging Asia-Pacific	1	VNM01	7375.881505	8056.267601	8889.315158	9900.232592	11048.56723	12362.41638	13813.10878	15467.69552	17035.18693	18472.98534	20601.51493	22571.09256	24808.6613	26842.99669	29064.63562	31671.32253	34745.30785	38082.10196	30054.2927	34085.10566	38102.55285	42880.94649	49572.93997	46188.3371	50587.71324	56230.02105	58545.53299	64469.71409	72478.7865	74501.20496	79141.94804	87751.23383	95159.01604	106102.3478	118996.339	133530.3994	5455.280156	5625.326799	5785.936661	5970.241964	6160.141838	6375.85266	6625.536054	6865.511168	7083.878008	7331.177858	7475.46527	7637.674829	7807.179104	7974.418826	8142.267352	8311.358089	8461.685	8649.301506
Hohhot, Inner Mongolia	China	Emerging Asia-Pacific	1	CNM41	4235.351377	5052.774192	6639.345289	8292.542265	10199.82699	13116.9775	15478.03346	18279.55751	20765.57733	24067.30413	27123.85175	30188.847	33509.62017	36689.68312	39624.85777	42913.72097	46006.75823	48487.81034	8075.560504	9483.558667	11834.70054	15068.58181	18275.46055	24014.64939	31618.81021	36825.56251	41560.28176	52311.3403	56179.75498	61822.08578	69919.52492	76125.84741	82062.07938	88216.22871	95117.43265	101921.1637	2433.59023	2474.667844	2512.399019	2550.089641	2591.12225	2629.857383	2678.313112	2724.322194	2771.385198	2818.437669	2868.414474	2913.646191	2957.489306	3001.1	3029.857761	3030.771377	3039.086688	3048.695576
Hong Kong	Hong Kong	Advanced Asia-Pacific	1	HKM01	153344.0616	154204.0549	156758.7993	161549.9231	175604.9294	188578.883	201841.0072	214889.6759	219462.3851	214065.6074	228552.8144	239556.85	243630.027	251186.3753	258125.1682	264305.4611	269712.1568	279467.1083	179744.8713	184864.5121	190837.9149	200642.7368	224069.5013	248472.5657	274082.9305	299604.5398	311705.2487	306496.3569	331326.5338	354333.8457	367052.2075	384562.2613	402241.62	416285.9652	430245.0582	453659.7508	6670.82275	6723.46525	6756.5495	6779.5705	6802.16075	6832.42025	6869.5275	6908.212	6948.0815	6988.938	7030.4015	7071.6965	7113.15975	7156.1805	7202.14125	7252.71175	7309.97575	7372.5975
Houston-The Woodlands-Sugar Land, TX	United States	North America	1	USM09	283950.5691	287286.0275	286703.3062	293027.3133	319349.7095	318156.3499	340543.2637	369528.5169	359684.5891	370239.6824	372458.6187	384808.6871	408465.2322	425118.1191	433921.2434	452689.1111	434319.4548	435073.6703	216333.8437	223791.9858	221919.7509	241831.1886	277916.466	303538.1318	338743.9926	380313.2597	394073.3396	370239.6824	392561.4794	430926.1444	462286.3688	488425.8581	504955.5205	494925.7548	471502.9608	486394.468	4706.029375	4806.461375	4920.925625	5023.785	5120.8835	5226.63525	5395.3405	5527.36325	5660.33275	5805.66325	5932.11425	6044.64275	6166.63825	6307.5315	6467.2825	6625.38675	6755.9875	6847.9915
Huaian, Jiangsu	China	Emerging Asia-Pacific	1	CNM79	4266.995184	5919.310522	6558.596059	7358.744778	8374.251557	9571.76953	11007.53496	12680.68027	14379.89143	16421.83601	18696.2603	21164.16666	23936.67249	26864.12754	29792.31744	32860.92614	35808.38462	38601.0324	7754.377318	10826.24236	14013.60464	15626.0521	17879.71795	19902.35329	22872.31562	25591.94447	28914.69875	35693.58028	41797.48959	47981.56187	54253.81411	60544.76356	69614.77124	76542.37792	83991.11352	92078.51658	5025.316399	5020.627692	4985.519991	4949.235385	4913.446722	4887.274184	4881.695838	4874.89204	4852.826016	4826.663395	4803.643379	4805.891043	4803	4826.9	4852.1	4872	4891.39305	4913.953237
Huizhou, Guangdong	China	Emerging Asia-Pacific	1	CNM49	6436.2407	7099.173492	7887.18175	8983.500013	10340.00852	11986.76648	13976.56972	16408.49285	18295.46953	20710.4715	24436.28533	28003.98298	31532.48484	35672.7001	39239.97011	42771.56742	46002.86335	49099.7838	17199.94459	18819.49983	20783.67623	23259.9969	25389.05582	28458.86307	32848.51491	36956.68848	40743.5109	45015.11747	52097.20669	59431.56857	66868.34629	75218.64776	85065.59875	91808.135	99738.05203	108713.7049	3264.199818	3405.618155	3468.372208	3539.24599	3723.928816	3831.722413	3967.265427	4121.038198	4256.195257	4390.301395	4602.322482	4633.6	4680.529945	4700	4726.604408	4755.495617	4821.991027	4864.751775
Huzhou, Zhejiang	China	Emerging Asia-Pacific	1	CNM96	5331.900348	5950.400789	6682.300086	7684.645099	8866.543515	10143.32578	11562.37706	13231.9843	14637.22104	16130.21758	18081.97391	20034.82709	21972.19487	23804.67593	25809.02964	27956.34091	30056.83096	31969.24967	13969.41883	14254.54888	15971.73219	18227.32735	21078.10636	22817.87589	26736.74749	29832.80256	32670.20296	35059.73484	39201.25626	43160.77541	47006.45286	50639.71619	55455.6473	60082.83869	65231.42486	70739.18588	2675.239307	2677.146885	2688.007803	2698.150728	2712.155779	2756.53177	2793.376572	2828.633277	2852.277989	2875.523265	2895.573337	2899	2905	2915.946963	2930	2950	2978.001457	2994.943993
Hyderabad	India	Emerging Asia-Pacific	1	INM06	4163.725913	4546.23509	4987.597425	5441.920454	6019.608489	6752.571553	7563.917896	8442.096043	9455.34048	10070.55789	11611.1571	12884.17562	13447.47718	14423.21326	16038.3315	18155.0155	20144.10212	21994.42487	13838.75227	15684.67986	17086.42087	19111.19573	21384.25792	24413.84625	27915.70452	31972.45803	35776.46192	38830.94444	44117.78375	49326.09445	52294.71742	56595.85892	64367.85088	75002.20761	83698.86521	92831.48821	5581.525808	5756.729	5925.480565	6099.039034	6277.826858	6461.104122	6649.882424	6844.013615	7043.968733	7248.917155	7459.989691	7677.018	7939.95283	8211.891956	8493.145904	8760.892429	9029.385394	9295.688019
Indianapolis-Carmel-Anderson, IN	United States	North America	1	USM36	94121.97494	94429.78948	93463.01281	96741.35755	102073.6554	103040.9978	106573.6751	108731.5558	110456.8364	106348.0724	109870.4976	109645.5638	109654.1877	114440.9036	116256.2139	116108.7163	119596.3631	123007.1334	75496.59541	77481.5566	78010.63936	82148.69356	88791.38841	92200.4878	97982.26789	102421.5914	106708.7377	106348.0724	110579.8147	113043.8717	116256.9902	123562.4164	128340.4494	131493.4496	137792.0553	144466.3196	1660.85475	1684.156938	1705.44625	1726.641	1748.03225	1770.50925	1797.13025	1823.16725	1847.3035	1870.32075	1890.1595	1908.19275	1926.97825	1949.654	1968.6495	1984.74475	2002.366	2024.901
Istanbul	Turkey	Eastern Europe and Central Asia	1	TRM01	143598.4498	136065.1553	144256.59	151823.9582	165875.5182	180203.2037	194014.6656	205386.1842	207271.9977	195978.7179	209463.388	236058.152	249684.3072	272947.2572	286220.2396	304595.9826	319294.2517	339013.6316	207495.1044	201670.9305	212320.7163	227721.7868	257362.2589	288902.1653	323390.9917	350444.2997	361678.4848	345214.9752	369831.6055	425795.7313	459993.6742	514031.613	546999.8423	588056.5931	626005.5156	672582.273	11407.41772	11577.0667	11746.39341	11914.78207	12081.67275	12202.78385	12314.16056	12419.85739	12525.39759	12735.84203	13055.25265	13414.29629	13697.30675	14037.71909	14290.96525	14597.67458	14767.06049	15047.17046
Izmir	Turkey	Eastern Europe and Central Asia	1	TRM03	31330.72627	29487.44871	31314.5195	32894.56652	35929.83273	38705.22084	41986.52765	43015.86714	42681.62565	39885.26319	43316.23402	48619.68073	51072.56884	55317.11221	58142.43839	59162.59131	62525.29183	66071.63977	45948.75917	44077.44965	46852.74324	50190.92291	56592.96816	62865.1761	70357.25862	73756.87773	74640.0878	70257.57843	77037.41396	88391.47125	94580.92255	104460.3171	111598.4318	114874.6882	122948.5089	131225.3781	3337.717926	3387.355845	3436.899466	3486.168624	3534.999482	3589.284366	3642.621855	3693.561058	3744.473107	3798.806699	3849.659879	3904.129472	3959.944438	4025.871183	4088.453463	4151.420069	4212.973235	4278.933015
Jacksonville, FL	United States	North America	1	USM37	48909.57296	49315.33388	51518.98414	54157.9052	55919.56686	59344.26365	62688.58967	62413.66566	58620.35422	55554.83754	55693.72218	54927.47019	55740.23737	58116.52981	58601.31304	60997.55953	62433.36309	64155.71942	38764.30834	40161.90135	42888.94293	46107.91829	49057.1845	53769.78647	58687.79503	60261.34381	57530.76654	55554.83754	56380.50581	56359.71511	58519.28229	62169.8008	64112.0043	68515.94242	71425.3576	74508.67975	1124.583	1145.456313	1168.354438	1190.84125	1218.91175	1246.23575	1277.60825	1303.19475	1320.5045	1333.5615	1347.294	1360.76375	1376.95975	1393.84475	1416.9555	1444.60625	1473.91725	1497.45075
Jakarta	Indonesia	Emerging Asia-Pacific	1	IDM01	75545.7833	78799.88119	83348.79168	89261.47665	95299.02664	101930.758	108385.6876	116488.1002	125377.4736	130571.1782	139255.8584	148777.6088	158350.8969	167944.7623	177526.4406	188272.9978	199103.4748	211099.1813	226109.2123	240796.1693	261937.0792	279885.4418	297710.2542	318849.4999	347437.9922	371075.2188	398659.4625	419941.9173	446318.5905	480422.361	523096.8229	571426.0904	623349.3079	681001.5304	726204.9429	780642.8568	24293.09094	24747.35041	25204.08273	25663.39361	26125.45712	26590.70463	27060.47904	27534.42957	28010.31992	28485.74263	28959.18304	29416.54211	29877.01632	30336.80629	30791.84505	31238.71678	31677.64651	32110.70258
Jeddah	Saudi Arabia	Middle East and Africa	1	SUM02	48541.31089	44146.96139	45955.16539	51864.69601	56457.64204	59429.84434	60659.64563	62849.57512	68769.40651	66044.92198	69083.21889	77906.5795	80304.56993	84690.49798	86379.091	92871.04538	95700.46553	96776.02297	105741.3127	98780.78283	104820.9891	119835.7267	134086.2403	146058.5073	153185.6874	163640.4062	186812.8008	176684.5543	184967.5421	209591.2239	225165.726	237977.2835	251859.0823	266556.1049	276534.7473	302159.5368	2540.150509	2607.617302	2676.973614	2748.174892	2821.371	2913.602536	3015.136207	3120.197887	3229.070637	3341.398136	3457.794	3601.4243	3750.941	3888.748241	4031.619658	4119.87682	4206.239717	4290.744739
Jiangmen, Guangdong	China	Emerging Asia-Pacific	1	CNM90	7063.04873	7839.98409	8647.502451	9607.375224	10779.475	12137.68885	14031.16831	16149.87473	17894.0612	19629.78513	22476.10398	25397.99749	27455.23529	29204.13378	31482.05621	34126.54894	36538.13379	38819.76814	18202.42613	19701.79703	21307.14335	23309.55891	25674.03217	28976.35262	33559.42556	37029.58628	40430.63115	42666.19828	47288.06236	51984.87605	53109.375	56178.12795	59050.0762	63658.601	68987.48215	74659.92551	4016.036309	4101.365275	4089.049753	4085.279032	4208.95479	4241.056918	4277.278617	4328.63422	4356.131718	4406.04303	4454.497557	4465.5	4488.962683	4497.6	4511.404207	4519.495834	4580.18502	4618.212152
Jiaozuo, Henan	China	Emerging Asia-Pacific	1	CNMA6	4549.58346	5068.235975	5681.492527	6533.716407	7912.330568	9241.602104	10700.85108	12519.99576	14091.25523	15683.56707	17549.91155	19901.5997	22130.57886	24356.9151	26505.19501	28797.89437	31220.91316	33337.83868	8450.397304	9504.304184	10747.3558	12680.44296	16262.82985	20681.30914	24558.2994	28628.64556	32569.48788	34088.92037	37516.80611	40962.20376	43816.03226	47953.78731	50948.60443	56259.63564	61189.9714	66712.29271	3420.140529	3434.358112	3447.63828	3460.247588	3472.482808	3484.595321	3496.569333	3508.236356	3519.553716	3530.473917	3541.033218	3522.914874	3518.000589	3509.01216	3515.531551	3535.376093	3552.248104	3549.050893
Jiaxing, Zhejiang	China	Emerging Asia-Pacific	1	CNM62	9037.358603	10148.95371	11549.50932	13501.3764	15723.70295	17799.23174	20273.32496	23212.95708	25687.4583	28078.96067	31925.77828	35309.91078	38381.87301	41794.02152	44936.93194	48082.51718	51560.51577	54705.88582	19778.616	22058.33589	25494.40703	30643.58254	36019.849	41075.18587	47307.18596	53023.02974	57312.87754	61030.8516	69263.00036	76006.46482	81640.98787	88407.30849	95051.91906	102393.9583	110678.7763	119853.417	3650.742684	3701.265758	3765.078735	3828.967592	3899.500976	4015.538527	4122.917547	4230.13922	4321.969637	4414.97354	4504.817273	4531	4544	4557.917099	4570	4585	4624.382377	4646.34314
Jilin, Jilin	China	Emerging Asia-Pacific	1	CNM50	6586.078277	7218.341791	8293.874718	9504.780427	10740.40188	11707.03805	13193.83188	15621.49695	18855.14682	21966.24605	24712.0268	28245.84663	31494.119	33922.31557	35957.6545	38258.94439	40755.36545	43352.39404	11453.04643	12754.26037	14533.95115	17074.6178	19223.25432	22307.13463	25601.77326	33712.36763	41046.91902	47744.59847	54220.38474	62702.30948	68634.14919	73514.34822	71416.10359	67728.04768	72138.54841	78184.6852	4475.671262	4485.231096	4480.873645	4470.124275	4459.975211	4453.041612	4446.017207	4438.609356	4427.178602	4417.224356	4415.276545	4408.509846	4400.163483	4394.632062	4401.161978	4394.250246	4391.268714	4389.216541
Jinan, Shandong	China	Emerging Asia-Pacific	1	CNM19	14880.44407	16680.9778	18882.86687	21620.88257	24993.74025	28892.76373	33428.92763	38710.6982	43735.34682	49062.31207	55268.69454	61127.17616	66934.2579	72878.02	79262.13455	85650.6626	92228.53295	98901.77673	35204.12313	39478.91213	44872.57579	50714.06021	57774.29945	66467.4226	76758.91952	85711.85859	95266.35981	106639.0855	117741.0783	125113.5773	135687.4924	146898.6551	163606.3366	174636.5192	187788.0017	204899.0578	5898.507269	6003.12917	6083.055852	6164.880033	6255.451792	6355.669117	6451.899165	6546.816533	6637.008222	6729.878832	6820.100051	6880.052278	6938.969227	6998.79281	7108.586136	7215.3559	7286.037591	7315.401774
